"Name","Brewery","Rating","Link","Style","Locations","Num Reviews","Light","Dark","Fruit","Sweet","Carbonation","Bitter","Spice"
"Piraat Ale","Brouwerij Van Steenberge N.V.","91","http://beeradvocate.com/beer/profile/48/156/?sort=topr","Belgian IPA","{'Mississippi': 1, 'Iowa': 1, 'Alberta (Canada)': 1, 'Minnesota': 6, 'Illinois': 3, 'Netherlands': 1, 'New Mexico': 1, 'Indiana': 2, 'Maryland': 3, 'Louisiana': 2, 'Texas': 3, 'Ontario (Canada)': 4, 'Tennessee': 2, 'Australia': 1, 'Wisconsin': 1, 'Michigan': 6, 'Virginia': 2, 'Oregon': 1, 'District of Columbia': 1, 'California': 8, 'Massachusetts': 4, 'Belgium': 1, 'New Hampshire': 1, 'Germany': 1, 'Oklahoma': 1, 'Georgia': 1, 'Pennsylvania': 10, 'Quebec (Canada)': 1, 'Florida': 3, 'Kentucky': 2, 'Rhode Island': 1, 'South Carolina': 1, 'Arizona': 1, 'Missouri': 1, 'Ohio': 2, 'Colorado': 1, 'New Jersey': 3, 'Washington': 4, 'North Carolina': 1, 'New York': 7, 'United Kingdom (England)': 1, 'Maine': 1}","100","357","180","488","343","275","308","150"
"Blue Point White IPA","Blue Point Brewing Company","87","http://beeradvocate.com/beer/profile/764/73047/?sort=topr","Belgian IPA","{'Pennsylvania': 5, 'Michigan': 2, 'Florida': 4, 'North Carolina': 2, 'New Jersey': 4, 'Connecticut': 1, 'New York': 10, 'Massachusetts': 1}","29","185","37","120","48","92","149","92"
"Stone Cali-Belgique","Stone Brewing Co.","90","http://beeradvocate.com/beer/profile/147/43905/?sort=topr","Belgian IPA","{'Mississippi': 1, 'Oklahoma': 1, 'Delaware': 2, 'Illinois': 7, 'Netherlands': 1, 'Arkansas': 1, 'Maryland': 2, 'Louisiana': 2, 'Texas': 4, 'Ontario (Canada)': 4, 'Australia': 2, 'Iowa': 1, 'Michigan': 4, 'Virginia': 2, 'Oregon': 1, 'Connecticut': 1, 'Montana': 1, 'California': 17, 'Massachusetts': 3, 'West Virginia': 1, 'Alberta (Canada)': 1, 'Georgia': 3, 'Pennsylvania': 8, 'Florida': 2, 'Nebraska': 1, 'Ohio': 4, 'New York': 3, 'Colorado': 6, 'New Jersey': 4, 'North Carolina': 2, 'Tennessee': 2, 'United Kingdom (England)': 1, 'Nevada': 1, 'Maine': 1, 'British Columbia (Canada)': 1}","100","490","167","600","199","267","454","165"
"Raging Bitch Belgian-Style IPA","Flying Dog Brewery","89","http://beeradvocate.com/beer/profile/68/52855/?sort=topr","Belgian IPA","{'Delaware': 3, 'Minnesota': 1, 'Illinois': 1, 'Indiana': 2, 'Maryland': 7, 'Ontario (Canada)': 3, 'Korea (North)': 1, 'Wisconsin': 3, 'United Kingdom (Scotland)': 1, 'Michigan': 7, 'Virginia': 1, 'Oregon': 1, 'Connecticut': 1, 'Montana': 2, 'New Hampshire': 2, 'Massachusetts': 5, 'California': 3, 'Georgia': 2, 'Pennsylvania': 14, 'Quebec (Canada)': 1, 'Florida': 2, 'Kentucky': 1, 'Rhode Island': 2, 'Sweden': 1, 'Colorado': 3, 'New Jersey': 5, 'Washington': 1, 'North Carolina': 2, 'New York': 11, 'United Kingdom (England)': 1, 'Maine': 1}","100","318","170","462","252","255","522","111"
"Poperings Hommel Bier","Brouwerij Van Eecke N.V.","90","http://beeradvocate.com/beer/profile/634/1692/?sort=topr","Belgian IPA","{'Brazil': 1, 'Alberta (Canada)': 4, 'Illinois': 2, 'Indiana': 1, 'Maryland': 1, 'Texas': 7, 'Ontario (Canada)': 2, 'Australia': 4, 'Singapore': 1, 'Michigan': 3, 'Korea (South)': 1, 'Virginia': 2, 'Connecticut': 1, 'Montana': 1, 'California': 8, 'Massachusetts': 8, 'Belgium': 1, 'Oklahoma': 3, 'Netherlands': 5, 'Pennsylvania': 9, 'Quebec (Canada)': 2, 'Florida': 4, 'Kentucky': 1, 'Rhode Island': 1, 'South Carolina': 2, 'Sweden': 1, 'Arizona': 1, 'Missouri': 2, 'Ohio': 3, 'Alabama': 2, 'New York': 6, 'Colorado': 1, 'Portugal': 1, 'New Jersey': 2, 'Washington': 1, 'Tennessee': 1, 'United Kingdom (England)': 2}","100","500","177","440","284","257","415","120"
"Terrapin Monk's Revenge","Terrapin Beer Company","87","http://beeradvocate.com/beer/profile/2372/47152/?sort=topr","Belgian IPA","{'Mississippi': 1, 'Minnesota': 1, 'Illinois': 3, 'Indiana': 1, 'Maryland': 1, 'Louisiana': 2, 'Texas': 4, 'Korea (North)': 1, 'Wisconsin': 2, 'Michigan': 1, 'Kansas': 2, 'Virginia': 2, 'Oregon': 1, 'Connecticut': 1, 'Montana': 1, 'New Hampshire': 1, 'Massachusetts': 6, 'West Virginia': 1, 'South Carolina': 3, 'Spain': 1, 'Georgia': 4, 'Pennsylvania': 13, 'Florida': 10, 'Ohio': 4, 'Alabama': 7, 'New York': 7, 'Idaho': 1, 'New Jersey': 9, 'Washington': 1, 'North Carolina': 4, 'Tennessee': 1, 'Maine': 2}","100","353","161","415","265","215","482","140"
"Belgo Belgian India Pale Ale","New Belgium Brewing","85","http://beeradvocate.com/beer/profile/192/73864/?sort=topr","Belgian IPA","{'Oklahoma': 1, 'Minnesota': 2, 'Illinois': 9, 'New Mexico': 2, 'Indiana': 2, 'Maryland': 5, 'Texas': 6, 'Ontario (Canada)': 3, 'Arizona': 3, 'Iowa': 4, 'Michigan': 5, 'Kansas': 1, 'Virginia': 4, 'Oregon': 1, 'Connecticut': 1, 'District of Columbia': 1, 'California': 9, 'Massachusetts': 1, 'Georgia': 2, 'Pennsylvania': 2, 'Florida': 2, 'Rhode Island': 1, 'Nebraska': 1, 'Missouri': 4, 'Wisconsin': 2, 'Colorado': 5, 'New Jersey': 3, 'Washington': 3, 'North Carolina': 6, 'New York': 3, 'Nevada': 1}","100","462","127","429","208","256","470","147"
"The Audacity Of Hops","Cambridge Brewing Company","91","http://beeradvocate.com/beer/profile/14/45878/?sort=topr","Belgian IPA","{'Delaware': 1, 'Illinois': 4, 'Indiana': 3, 'Maryland': 4, 'Australia': 2, 'Virginia': 2, 'Connecticut': 3, 'New York': 3, 'New Hampshire': 4, 'Massachusetts': 42, 'South Carolina': 1, 'California': 6, 'Vermont': 2, 'Georgia': 1, 'Pennsylvania': 4, 'Florida': 2, 'Kentucky': 1, 'Ohio': 1, 'New Jersey': 3, 'Washington': 2, 'North Carolina': 1, 'Tennessee': 1, 'Maine': 2}","95","480","149","536","241","252","696","142"
"Kuhnhenn Simcoe Silly","Kuhnhenn Brewing Company","87","http://beeradvocate.com/beer/profile/2097/7910/?sort=topr","Belgian IPA","{'Minnesota': 3, 'Illinois': 4, 'Maryland': 4, 'Ontario (Canada)': 8, 'Arizona': 1, 'Iowa': 1, 'Michigan': 22, 'Virginia': 1, 'Oregon': 1, 'Connecticut': 4, 'District of Columbia': 1, 'New Hampshire': 1, 'Massachusetts': 4, 'South Carolina': 2, 'California': 6, 'Wisconsin': 1, 'Vermont': 1, 'Georgia': 2, 'Pennsylvania': 10, 'Quebec (Canada)': 1, 'Florida': 1, 'Missouri': 2, 'Ohio': 3, 'France': 1, 'Colorado': 2, 'New Jersey': 2, 'Saskatchewan (Canada)': 1, 'North Carolina': 4, 'New York': 5, 'Maine': 1}","100","312","196","507","310","223","373","123"
"Minx","Goose Island Beer Co.","88","http://beeradvocate.com/beer/profile/1549/61492/?sort=topr","Belgian IPA","{'Colorado': 1, 'Pennsylvania': 2, 'Saskatchewan (Canada)': 1, 'Michigan': 1, 'Washington': 1, 'Minnesota': 2, 'Kentucky': 3, 'Illinois': 4, 'New Jersey': 2, 'Connecticut': 2, 'New York': 12, 'Indiana': 1, 'North Carolina': 1, 'Missouri': 1, 'Ohio': 5, 'Maryland': 2, 'Alabama': 1}","42","170","89","241","167","93","229","55"
"Allagash Hugh Malone","Allagash Brewing Company","88","http://beeradvocate.com/beer/profile/4/36527/?sort=topr","Belgian IPA","{'Delaware': 1, 'Minnesota': 3, 'Illinois': 5, 'New Brunswick (Canada)': 1, 'Maryland': 2, 'Texas': 6, 'Wisconsin': 1, 'Michigan': 1, 'Virginia': 3, 'Oregon': 1, 'Connecticut': 4, 'District of Columbia': 2, 'California': 10, 'Massachusetts': 13, 'South Carolina': 4, 'New Hampshire': 3, 'Germany': 1, 'Vermont': 1, 'Georgia': 1, 'Pennsylvania': 7, 'Florida': 3, 'Rhode Island': 1, 'Ohio': 1, 'Colorado': 2, 'New Jersey': 7, 'Washington': 3, 'North Carolina': 3, 'New York': 6, 'Maine': 4}","100","491","161","411","215","266","465","124"
"Mayhem","Belgian-Style Double IPA","89","http://beeradvocate.com/beer/profile/385/56221/?sort=topr","Belgian IPA","{'Minnesota': 2, 'Texas': 1, 'Ontario (Canada)': 3, 'Arizona': 1, 'Iowa': 1, 'Michigan': 1, 'Virginia': 1, 'Oregon': 3, 'Connecticut': 1, 'New Hampshire': 1, 'Massachusetts': 3, 'South Carolina': 1, 'California': 15, 'Georgia': 1, 'Pennsylvania': 2, 'Alaska': 5, 'Kentucky': 1, 'Rhode Island': 1, 'Nebraska': 1, 'Missouri': 1, 'Washington': 8, 'North Carolina': 1, 'New York': 2, 'British Columbia (Canada)': 1}","58","231","91","358","148","163","313","94"
"Troubadour Magma","Brouwerij De Musketiers","88","http://beeradvocate.com/beer/profile/195/58261/?sort=topr","Belgian IPA","{'Iowa': 1, 'Italy': 1, 'Delaware': 1, 'Minnesota': 1, 'Illinois': 8, 'Georgia': 1, 'Indiana': 2, 'Maryland': 3, 'Louisiana': 1, 'Texas': 2, 'Ontario (Canada)': 1, 'Manitoba (Canada)': 1, 'Australia': 2, 'Wisconsin': 1, 'Michigan': 3, 'Virginia': 9, 'Montana': 1, 'New Hampshire': 3, 'Massachusetts': 3, 'South Carolina': 3, 'California': 3, 'Germany': 1, 'Netherlands': 1, 'Pennsylvania': 9, 'Quebec (Canada)': 1, 'Kentucky': 5, 'Rhode Island': 1, 'Belgium': 3, 'Arizona': 2, 'Missouri': 1, 'Ohio': 4, 'France': 1, 'Colorado': 1, 'Mexico': 1, 'New Jersey': 1, 'Washington': 1, 'New York': 11, 'Tennessee': 1, 'District of Columbia': 1, 'United Kingdom (England)': 1, 'Maine': 2}","100","279","212","454","375","243","471","79"
"Dubbel Cannon","Heavy Seas Beer","85","http://beeradvocate.com/beer/profile/898/67833/?sort=topr","Belgian IPA","{'Illinois': 3, 'Indiana': 2, 'Maryland': 13, 'Ontario (Canada)': 1, 'Tennessee': 1, 'Wisconsin': 1, 'Michigan': 2, 'Virginia': 4, 'Oregon': 1, 'Connecticut': 4, 'District of Columbia': 4, 'California': 1, 'Massachusetts': 6, 'West Virginia': 2, 'South Carolina': 2, 'Georgia': 6, 'Pennsylvania': 13, 'Florida': 2, 'Rhode Island': 1, 'Ohio': 8, 'Alabama': 1, 'New Jersey': 3, 'Washington': 2, 'North Carolina': 2, 'New York': 7, 'Maine': 1}","94","299","235","385","321","222","408","143"
"New Holland Farmhouse Hatter Belgian IPA","New Holland Brewing Company","85","http://beeradvocate.com/beer/profile/335/69489/?sort=topr","Belgian IPA","{'Oklahoma': 1, 'Minnesota': 5, 'Illinois': 14, 'Ohio': 5, 'Indiana': 7, 'Maryland': 1, 'Texas': 1, 'Ontario (Canada)': 1, 'Tennessee': 2, 'Arizona': 1, 'Iowa': 3, 'Michigan': 8, 'Kansas': 1, 'Virginia': 4, 'Montana': 1, 'California': 4, 'Massachusetts': 1, 'South Carolina': 3, 'New Hampshire': 1, 'Pennsylvania': 9, 'Kentucky': 3, 'Rhode Island': 1, 'Missouri': 5, 'Wisconsin': 3, 'New Jersey': 1, 'Washington': 1, 'North Carolina': 3, 'New York': 3, 'District of Columbia': 1}","96","418","211","458","175","295","524","234"
"Sans Frontière","To Øl","87","http://beeradvocate.com/beer/profile/24299/82072/?sort=topr","Belgian IPA","{'New Jersey': 2, 'Oklahoma': 1, 'Minnesota': 2, 'Illinois': 2, 'Pennsylvania': 2, 'New York': 1, 'California': 1, 'Spain': 1, 'South Carolina': 1, 'Ohio': 1, 'Texas': 1}","15","72","27","72","44","51","78","10"
"'t Smisje IPA+","Brouwerij Smisje","88","http://beeradvocate.com/beer/profile/322/42708/?sort=topr","Belgian IPA","{'Illinois': 2, 'Netherlands': 1, 'Indiana': 1, 'Maryland': 3, 'Idaho': 1, 'Ontario (Canada)': 2, 'Korea (North)': 1, 'Arizona': 1, 'Iowa': 1, 'Virginia': 4, 'Oregon': 2, 'District of Columbia': 2, 'California': 1, 'Massachusetts': 2, 'New Hampshire': 1, 'Georgia': 1, 'Pennsylvania': 4, 'Quebec (Canada)': 1, 'Florida': 2, 'Kentucky': 1, 'Nebraska': 1, 'Wisconsin': 1, 'United Kingdom (Northern Ireland)': 1, 'New Jersey': 1, 'Washington': 1, 'New York': 4, 'United Kingdom (England)': 1, 'Maine': 1}","45","166","115","228","122","127","212","62"
"Brett Liquor","Surly Brewing Company","90","http://beeradvocate.com/beer/profile/13014/86496/?sort=topr","Belgian IPA","{'California': 1, 'Minnesota': 6, 'Illinois': 1}","8","32","29","55","20","21","42","4"
"Glaucus","Pipeworks Brewing Company","91","http://beeradvocate.com/beer/profile/28178/81741/?sort=topr","Belgian IPA","{'Delaware': 1, 'Washington': 1, 'Minnesota': 1, 'North Carolina': 1, 'Illinois': 15, 'Massachusetts': 1, 'Ontario (Canada)': 1}","22","114","27","118","63","53","108","40"
"Ontario Coast IPA","Three Heads Brewing","85","http://beeradvocate.com/beer/profile/24355/69656/?sort=topr","Belgian IPA","{'Vermont': 1, 'Colorado': 1, 'Tennessee': 1, 'Pennsylvania': 7, 'Michigan': 1, 'Virginia': 1, 'North Carolina': 1, 'Illinois': 1, 'New Jersey': 2, 'New York': 12, 'California': 1, 'Massachusetts': 1, 'Ontario (Canada)': 1}","31","128","55","119","58","83","152","70"
"Hail Mary Belgian-Style IPA","Cathedral Square Brewery","79","http://beeradvocate.com/beer/profile/22271/62819/?sort=topr","Belgian IPA","{'Colorado': 1, 'Kansas': 3, 'Kentucky': 1, 'Illinois': 5, 'Nebraska': 1, 'Massachusetts': 1, 'Missouri': 8, 'Indiana': 1, 'Texas': 1}","23","59","35","86","66","49","111","12"
"Angry Birds Belgian Rye IPA","Haymarket Pub &amp; Brewery","88","http://beeradvocate.com/beer/profile/24445/71808/?sort=topr","Belgian IPA","{'Korea (North)': 1, 'Wisconsin': 1, 'Iowa': 1, 'Florida': 1, 'Illinois': 8, 'Ohio': 1, 'Indiana': 2}","15","57","18","41","12","31","51","20"
"Hop Master's Abbey Belgian-Style Double IPA","Hoppin' Frog Brewery","86","http://beeradvocate.com/beer/profile/14879/51917/?sort=topr","Belgian IPA","{'Oklahoma': 1, 'Minnesota': 1, 'Illinois': 3, 'Ohio': 12, 'Indiana': 1, 'Maryland': 3, 'Louisiana': 1, 'Texas': 1, 'Ontario (Canada)': 1, 'Iowa': 1, 'Michigan': 1, 'Virginia': 4, 'Oregon': 1, 'District of Columbia': 1, 'California': 1, 'West Virginia': 1, 'South Carolina': 2, 'Georgia': 1, 'Pennsylvania': 8, 'Florida': 4, 'Kentucky': 1, 'Rhode Island': 1, 'Missouri': 1, 'Wisconsin': 1, 'Colorado': 1, 'North Carolina': 1, 'New York': 1}","56","231","94","327","175","161","298","100"
"Bitter Truth","Brouwerij Het Alternatief","86","http://beeradvocate.com/beer/profile/16322/57836/?sort=topr","Belgian IPA","{'Korea (North)': 1, 'Georgia': 1, 'Wisconsin': 1, 'Pennsylvania': 3, 'Oregon': 1, 'Delaware': 2, 'Washington': 2, 'North Carolina': 1, 'Illinois': 3, 'Connecticut': 1, 'New York': 2, 'California': 9, 'Massachusetts': 2, 'South Carolina': 2, 'Maryland': 1, 'Ontario (Canada)': 2}","34","130","63","145","88","90","160","24"
"5th Dimension","The Livery","85","http://beeradvocate.com/beer/profile/12547/49573/?sort=topr","Belgian IPA","{'Georgia': 1, 'Pennsylvania': 4, 'Saskatchewan (Canada)': 1, 'Florida': 1, 'Virginia': 1, 'Oregon': 1, 'Illinois': 1, 'California': 1, 'Indiana': 2, 'Ohio': 1, 'Ontario (Canada)': 1}","15","67","34","64","25","41","52","12"
"Buffalo Belgian Bitter","Brouwerij Van den Bossche","83","http://beeradvocate.com/beer/profile/893/54038/?sort=topr","Belgian IPA","{'Georgia': 1, 'New Jersey': 1, 'Kansas': 1, 'Florida': 2, 'Minnesota': 1, 'Virginia': 1, 'Pennsylvania': 4, 'Arizona': 1, 'California': 2, 'Massachusetts': 1, 'Indiana': 2, 'Belgium': 2, 'Ohio': 2, 'United Kingdom (England)': 1, 'Spain': 1, 'Ontario (Canada)': 3}","26","135","30","67","45","66","98","16"
"Burly Belgo India Pale Ale","North Peak Brewing Company","90","http://beeradvocate.com/beer/profile/21497/66294/?sort=topr","Belgian IPA","{'Korea (North)': 1, 'Wisconsin': 2, 'California': 1, 'Michigan': 11, 'Washington': 1, 'Virginia': 1, 'Oregon': 1, 'Illinois': 3, 'Montana': 1, 'Connecticut': 1, 'New York': 1, 'New Hampshire': 1, 'Massachusetts': 1, 'South Carolina': 2, 'Ohio': 8}","37","147","59","158","84","95","176","55"
"Naughty Girl Blonde India Pale Ale","New Albanian Brewing Company Pizzeria and Public House","85","http://beeradvocate.com/beer/profile/2504/70434/?sort=topr","Belgian IPA","{'Pennsylvania': 1, 'Kentucky': 3, 'Michigan': 1, 'Minnesota': 1, 'North Carolina': 1, 'Tennessee': 1, 'California': 3, 'Massachusetts': 1, 'Indiana': 2, 'South Carolina': 1, 'Ohio': 3}","18","80","15","47","17","45","71","15"
"Uprising","Iron Fist Brewing Company","89","http://beeradvocate.com/beer/profile/23641/70927/?sort=topr","Belgian IPA","{'Pennsylvania': 1, 'Ohio': 2, 'Maryland': 1, 'California': 8, 'Illinois': 1}","13","22","38","60","34","26","42","7"
"Illumination (Farmhouse IPA)","Enlightenment Ales","90","http://beeradvocate.com/beer/profile/28742/80585/?sort=topr","Belgian IPA","{'New Jersey': 1, 'Tennessee': 1, 'Massachusetts': 4, 'New York': 1, 'Illinois': 1}","8","59","22","66","23","31","65","21"
"Columbus Big Frank","Columbus Brewing Company","92","http://beeradvocate.com/beer/profile/341/60814/?sort=topr","Belgian IPA","{'Pennsylvania': 1, 'Ohio': 11, 'South Carolina': 1, 'California': 1}","15","64","17","102","47","35","87","16"
"Crazy Ivan","Bear Republic Brewing Co.","86","http://beeradvocate.com/beer/profile/610/42412/?sort=topr","Belgian IPA","{'Colorado': 2, 'New Jersey': 4, 'Virginia': 3, 'Oregon': 2, 'Minnesota': 1, 'Pennsylvania': 9, 'District of Columbia': 2, 'California': 7, 'Massachusetts': 4, 'Ohio': 3, 'New York': 3, 'Texas': 5, 'Ontario (Canada)': 1}","46","114","85","100","167","78","209","43"
"Ignis Et Flamma","De Struise Brouwers","87","http://beeradvocate.com/beer/profile/15237/62070/?sort=topr","Belgian IPA","{'Oklahoma': 1, 'Wyoming': 1, 'Illinois': 4, 'Georgia': 1, 'Maryland': 2, 'Texas': 2, 'Ontario (Canada)': 1, 'Manitoba (Canada)': 1, 'Australia': 4, 'Michigan': 1, 'Virginia': 1, 'Oregon': 1, 'Slovenia': 1, 'California': 2, 'Massachusetts': 3, 'West Virginia': 1, 'South Carolina': 1, 'Germany': 1, 'United Kingdom (Wales)': 1, 'Netherlands': 4, 'Pennsylvania': 5, 'Quebec (Canada)': 1, 'Poland': 1, 'Rhode Island': 1, 'Belgium': 2, 'Missouri': 1, 'Ohio': 1, 'New York': 2, 'United Kingdom (England)': 3}","51","186","88","271","156","140","284","16"
"Declaration","Backlash Beer Company","83","http://beeradvocate.com/beer/profile/26554/77861/?sort=topr","Belgian IPA","{'Virginia': 1, 'North Carolina': 1, 'Rhode Island': 1, 'Connecticut': 1, 'New Hampshire': 2, 'Massachusetts': 20, 'California': 2, 'Maryland': 1, 'Maine': 1}","30","136","56","146","72","80","179","38"
"Butterfly Flashmob","Solemn Oath Brewery","88","http://beeradvocate.com/beer/profile/28991/87321/?sort=topr","Belgian IPA","{'Illinois': 2}","2","14","2","15","7","2","5","0"
"Honeyspot Road White IPA","Two Roads Brewing Company","81","http://beeradvocate.com/beer/profile/30437/88361/?sort=topr","Belgian IPA","{'New Jersey': 2, 'Pennsylvania': 1, 'Connecticut': 10, 'Virginia': 1, 'Massachusetts': 2}","16","94","21","101","38","53","107","14"
"Hoperation Tripel Cross Belgian IPA","Phillips Brewing Company","88","http://beeradvocate.com/beer/profile/2675/66224/?sort=topr","Belgian IPA","{'Manitoba (Canada)': 1, 'Quebec (Canada)': 3, 'Alberta (Canada)': 9, 'Minnesota': 1, 'Nova Scotia (Canada)': 1, 'New Brunswick (Canada)': 1, 'British Columbia (Canada)': 14, 'Ontario (Canada)': 5}","35","158","40","137","60","80","165","26"
"Belgian IPA","Sixpoint","87","http://beeradvocate.com/beer/profile/10607/25603/?sort=topr","Belgian IPA","{'Korea (North)': 1, 'Georgia': 1, 'New Jersey': 2, 'Poland': 1, 'Washington': 1, 'Oregon': 1, 'Tennessee': 1, 'Pennsylvania': 2, 'New York': 5, 'California': 1, 'New Hampshire': 1, 'Maryland': 1, 'Rhode Island': 1, 'Michigan': 1}","20","87","43","83","67","43","88","27"
"Uncharted Belgian IPA","Lighthouse Brewing Company","90","http://beeradvocate.com/beer/profile/2385/73196/?sort=topr","Belgian IPA","{'Quebec (Canada)': 1, 'Alberta (Canada)': 3, 'British Columbia (Canada)': 10, 'Ontario (Canada)': 2}","17","61","23","93","38","38","98","16"
"Troubadour Magma Special Edition 2011","Cascade Hop","86","http://beeradvocate.com/beer/profile/195/73633/?sort=topr","Belgian IPA","{'Pennsylvania': 1, 'Michigan': 1, 'Kansas': 1, 'Virginia': 1, 'Kentucky': 2, 'Illinois': 1, 'California': 1, 'Massachusetts': 1, 'Ohio': 1, 'Texas': 6}","16","55","32","104","49","44","84","16"
"Alvinne Extra Restyled","Picobrouwerij Alvinne / Den Bierzolder","85","http://beeradvocate.com/beer/profile/6288/42318/?sort=topr","Belgian IPA","{'Minnesota': 2, 'Illinois': 5, 'Maryland': 1, 'Texas': 1, 'Ontario (Canada)': 2, 'Korea (North)': 1, 'Arizona': 1, 'Wisconsin': 1, 'Michigan': 1, 'Oregon': 1, 'Connecticut': 2, 'California': 6, 'Massachusetts': 6, 'South Carolina': 1, 'New Hampshire': 1, 'Vermont': 1, 'Georgia': 2, 'Pennsylvania': 7, 'Florida': 1, 'Kentucky': 3, 'Missouri': 2, 'Iowa': 1, 'Colorado': 1, 'New Jersey': 2, 'North Carolina': 2, 'New York': 3}","57","234","120","323","126","157","258","76"
"American-Belgo Style IPA","Rock Art Brewery","85","http://beeradvocate.com/beer/profile/1805/51384/?sort=topr","Belgian IPA","{'Vermont': 4, 'Mexico': 1, 'Pennsylvania': 4, 'Washington': 1, 'Florida': 1, 'Virginia': 2, 'Illinois': 1, 'New Brunswick (Canada)': 1, 'New Jersey': 1, 'Connecticut': 2, 'New York': 3, 'New Hampshire': 3, 'Massachusetts': 4, 'British Columbia (Canada)': 1, 'Maine': 2, 'Ontario (Canada)': 2}","33","122","51","183","104","79","158","49"
"Kuhnhenn Aldebaran","Kuhnhenn Brewing Company","89","http://beeradvocate.com/beer/profile/2097/41653/?sort=topr","Belgian IPA","{'Georgia': 2, 'Iowa': 1, 'Colorado': 1, 'Pennsylvania': 1, 'Michigan': 9, 'Missouri': 2, 'Virginia': 1, 'Oregon': 1, 'Illinois': 6, 'North Carolina': 1, 'Connecticut': 1, 'New York': 6, 'California': 5, 'Massachusetts': 2, 'Indiana': 2, 'South Carolina': 1, 'Ohio': 4, 'Maryland': 1, 'Rhode Island': 1, 'Minnesota': 1, 'Ontario (Canada)': 2}","51","141","181","176","218","124","247","86"
"Buffalo Hump 1840","Freetail Brewing Company","87","http://beeradvocate.com/beer/profile/18823/56205/?sort=topr","Belgian IPA","{'Georgia': 1, 'Washington': 1, 'North Carolina': 1, 'California': 1, 'Massachusetts': 1, 'Missouri': 1, 'Texas': 8}","14","48","22","50","44","37","84","10"
"Bitter Sweet Symphony","Brouwerij 't Gaverhopke","90","http://beeradvocate.com/beer/profile/2796/71936/?sort=topr","Belgian IPA","{'Korea (North)': 1, 'Colorado': 1, 'New Jersey': 1, 'Washington': 1, 'Oregon': 1, 'Pennsylvania': 2, 'New York': 1, 'District of Columbia': 1, 'South Carolina': 1, 'Ohio': 1}","11","61","20","49","26","23","66","2"
"Yonder Cities","DC Brau Brewing Co.","94","http://beeradvocate.com/beer/profile/25327/91262/?sort=topr","Belgian IPA","{'Pennsylvania': 1, 'Maryland': 3, 'District of Columbia': 1, 'Massachusetts': 1, 'Virginia': 1}","7","43","20","53","17","15","29","18"
"West Side Belgian-Style IPA","Harriet Brewing","91","http://beeradvocate.com/beer/profile/24815/66095/?sort=topr","Belgian IPA","{'Wisconsin': 1, 'Pennsylvania': 1, 'Virginia': 1, 'North Carolina': 1, 'Minnesota': 19, 'Connecticut': 1, 'California': 1, 'Missouri': 2, 'Maryland': 1}","29","126","37","143","54","77","152","40"
"Cali-Belgique","Double Dry Hopped (Calypso)","88","http://beeradvocate.com/beer/profile/147/78987/?sort=topr","Belgian IPA","{'Minnesota': 1, 'Oregon': 1, 'California': 3, 'Ohio': 4, 'Maryland': 1, 'Maine': 1}","11","36","14","41","18","18","46","16"
