"Name","Brewery","Rating","Link","Style","Locations","Num Reviews","Light","Dark","Fruit","Sweet","Carbonation","Bitter","Spice"
"Café Racer 15","Bear Republic Brewing Co.","95","http://beeradvocate.com/beer/profile/610/66195/?sort=topr","American Double / Imperial IPA","{'Korea (North)': 1, 'Wisconsin': 1, 'Colorado': 2, 'Pennsylvania': 1, 'Florida': 1, 'Michigan': 2, 'Puerto Rico': 1, 'Washington': 1, 'North Carolina': 1, 'Oregon': 2, 'New York': 4, 'New Hampshire': 1, 'Massachusetts': 9, 'District of Columbia': 2, 'California': 11, 'Texas': 1, 'British Columbia (Canada)': 1}","42","153","62","296","136","87","243","7"
"The Bollocks","Brash Brewing Company","87","http://beeradvocate.com/beer/profile/29426/83201/?sort=topr","American Double / Imperial IPA","{'Mississippi': 1, 'Georgia': 6, 'Pennsylvania': 1, 'Minnesota': 6, 'Illinois': 4, 'Connecticut': 1, 'New Hampshire': 2, 'Massachusetts': 8, 'Alabama': 1, 'Louisiana': 1, 'Maine': 1}","33","78","74","220","204","65","190","11"
"Full Throttle Double IPA","Sebago Brewing Company","86","http://beeradvocate.com/beer/profile/23973/47102/?sort=topr","American Double / Imperial IPA","{'Minnesota': 2, 'Illinois': 2, 'New Brunswick (Canada)': 1, 'Maryland': 2, 'Idaho': 1, 'Ontario (Canada)': 2, 'Michigan': 1, 'Utah': 1, 'Connecticut': 10, 'New York': 2, 'New Hampshire': 12, 'Massachusetts': 16, 'South Carolina': 2, 'Vermont': 1, 'Georgia': 1, 'Pennsylvania': 4, 'Quebec (Canada)': 1, 'Florida': 1, 'Alaska': 1, 'Kentucky': 1, 'Rhode Island': 3, 'Ohio': 1, 'Colorado': 2, 'New Jersey': 1, 'Washington': 4, 'North Carolina': 4, 'Tennessee': 1, 'Maine': 17, 'British Columbia (Canada)': 2}","100","264","235","464","446","213","535","23"
"IPA 395","Mammoth Brewing Company","83","http://beeradvocate.com/beer/profile/4051/40865/?sort=topr","American Double / Imperial IPA","{'Minnesota': 1, 'Illinois': 2, 'Texas': 1, 'Idaho': 1, 'Ontario (Canada)': 1, 'Iowa': 1, 'Oregon': 1, 'Montana': 1, 'California': 44, 'Massachusetts': 2, 'South Carolina': 1, 'New Hampshire': 2, 'Georgia': 3, 'Pennsylvania': 2, 'Hawaii': 1, 'Nebraska': 1, 'Colorado': 1, 'Saskatchewan (Canada)': 1, 'Washington': 4, 'North Carolina': 1, 'New York': 2, 'Nevada': 2, 'Maine': 1}","78","177","191","145","219","126","322","54"
"C-Note Imperial Pale Ale","New Old Lompoc Brewery","87","http://beeradvocate.com/beer/profile/2641/12153/?sort=topr","American Double / Imperial IPA","{'Iowa': 1, 'Illinois': 2, 'Texas': 1, 'Australia': 2, 'Wisconsin': 1, 'United Kingdom (Scotland)': 1, 'Utah': 1, 'Oregon': 23, 'Montana': 1, 'California': 7, 'Massachusetts': 3, 'South Carolina': 1, 'New Hampshire': 1, 'Vermont': 2, 'Georgia': 3, 'Pennsylvania': 6, 'Florida': 1, 'Kentucky': 2, 'Nebraska': 1, 'Ohio': 4, 'Colorado': 1, 'New Jersey': 2, 'Washington': 14, 'North Carolina': 2, 'New York': 1, 'Nevada': 1, 'British Columbia (Canada)': 2}","87","242","214","333","324","171","547","17"
"Belvidere Big IPA","Rock Art Brewery","85","http://beeradvocate.com/beer/profile/1805/47099/?sort=topr","American Double / Imperial IPA","{'Minnesota': 1, 'Illinois': 1, 'Indiana': 1, 'Maryland': 2, 'Ontario (Canada)': 2, 'Arizona': 2, 'Michigan': 1, 'Utah': 1, 'Virginia': 1, 'Connecticut': 4, 'New Hampshire': 6, 'Massachusetts': 9, 'South Carolina': 1, 'California': 3, 'Vermont': 7, 'Georgia': 1, 'Pennsylvania': 11, 'Quebec (Canada)': 1, 'Alaska': 1, 'Rhode Island': 2, 'Ohio': 3, 'Colorado': 1, 'Mexico': 1, 'New Jersey': 13, 'Washington': 1, 'New York': 3, 'Maine': 7}","87","193","202","379","376","194","517","34"
"Hop Head Double India Pale Ale","Tree Brewing","87","http://beeradvocate.com/beer/profile/2594/46572/?sort=topr","American Double / Imperial IPA","{'Manitoba (Canada)': 1, 'Georgia': 2, 'Colorado': 1, 'Pennsylvania': 1, 'Quebec (Canada)': 5, 'Alberta (Canada)': 12, 'Washington': 2, 'Nova Scotia (Canada)': 1, 'New Brunswick (Canada)': 1, 'Sweden': 1, 'California': 2, 'Massachusetts': 1, 'Saskatchewan (Canada)': 1, 'British Columbia (Canada)': 15, 'Texas': 1, 'Ontario (Canada)': 47}","94","227","231","506","417","217","616","20"
"Poor Man's Double IPA","Port Brewing Company / Pizza Port","95","http://beeradvocate.com/beer/profile/5318/32474/?sort=topr","American Double / Imperial IPA","{'Vermont': 1, 'Iowa': 1, 'Wisconsin': 1, 'Colorado': 2, 'Pennsylvania': 4, 'Virginia': 2, 'Oregon': 2, 'Illinois': 4, 'North Carolina': 1, 'Connecticut': 1, 'District of Columbia': 2, 'California': 31, 'Massachusetts': 1, 'South Carolina': 1, 'Ohio': 5, 'Maryland': 1, 'Nevada': 2, 'Rhode Island': 1, 'Ontario (Canada)': 1}","64","225","60","372","161","128","328","10"
"Mathias Imperial IPA","Haymarket Pub &amp; Brewery","97","http://beeradvocate.com/beer/profile/24445/65528/?sort=topr","American Double / Imperial IPA","{'Korea (North)': 1, 'Iowa': 1, 'Wisconsin': 1, 'Colorado': 1, 'Manitoba (Canada)': 1, 'Michigan': 1, 'North Carolina': 1, 'Illinois': 29, 'Massachusetts': 2, 'South Carolina': 1, 'Indiana': 1, 'Texas': 1}","42","91","62","274","165","71","181","7"
"Hoppy Lovin' Christmas","Mikkeller ApS","88","http://beeradvocate.com/beer/profile/13307/75828/?sort=topr","American Double / Imperial IPA","{'Oklahoma': 3, 'Minnesota': 1, 'Illinois': 1, 'Maryland': 1, 'Louisiana': 1, 'Texas': 2, 'Ontario (Canada)': 2, 'Australia': 8, 'Wisconsin': 1, 'Virginia': 1, 'Slovenia': 1, 'California': 5, 'Massachusetts': 5, 'Alberta (Canada)': 4, 'Pennsylvania': 5, 'Kentucky': 1, 'Sweden': 1, 'Missouri': 2, 'Ohio': 2, 'Alabama': 1, 'Colorado': 2, 'New Jersey': 2}","53","203","95","353","182","147","249","35"
"5th Anniversary","Port Brewing Company / Pizza Port","90","http://beeradvocate.com/beer/profile/5318/69053/?sort=topr","American Double / Imperial IPA","{'Missouri': 1, 'Illinois': 3, 'New Mexico': 1, 'Maryland': 1, 'Ontario (Canada)': 1, 'Arizona': 3, 'Wisconsin': 1, 'Oregon': 1, 'Connecticut': 2, 'New York': 1, 'California': 21, 'Massachusetts': 3, 'South Carolina': 1, 'Georgia': 8, 'Pennsylvania': 12, 'District of Columbia': 1, 'Iowa': 1, 'Alabama': 1, 'Colorado': 2, 'New Jersey': 8, 'Washington': 2, 'Tennessee': 2, 'Nevada': 1}","79","229","130","557","266","176","530","12"
"Edgar IPA","Bullfrog Brewery","91","http://beeradvocate.com/beer/profile/1114/21328/?sort=topr","American Double / Imperial IPA","{'Delaware': 1, 'Illinois': 2, 'Maryland': 2, 'Ontario (Canada)': 2, 'Arizona': 1, 'Utah': 1, 'Virginia': 3, 'Oregon': 3, 'District of Columbia': 2, 'New Hampshire': 1, 'Massachusetts': 2, 'South Carolina': 1, 'California': 2, 'Georgia': 1, 'Pennsylvania': 29, 'Florida': 1, 'Kentucky': 1, 'Ohio': 2, 'Colorado': 1, 'New Jersey': 5, 'North Carolina': 1, 'New York': 6}","70","230","129","394","253","161","416","31"
"Uberhoppy IPA","Valley Brewing Company","90","http://beeradvocate.com/beer/profile/5411/35398/?sort=topr","American Double / Imperial IPA","{'Minnesota': 1, 'France': 1, 'Indiana': 1, 'Maryland': 3, 'Louisiana': 1, 'Texas': 2, 'Australia': 1, 'Michigan': 1, 'Oregon': 1, 'Connecticut': 2, 'New Hampshire': 2, 'Massachusetts': 2, 'South Carolina': 1, 'California': 39, 'Georgia': 4, 'Pennsylvania': 7, 'Florida': 1, 'Arizona': 1, 'Missouri': 1, 'Ohio': 2, 'Illinois': 3, 'Colorado': 2, 'New Jersey': 2, 'New York': 4, 'Nevada': 1, 'Maine': 1}","87","262","237","462","435","171","613","19"
"Storm (Islay Whisky Cask Aged IPA)","BrewDog","67","http://beeradvocate.com/beer/profile/16315/42286/?sort=topr","American Double / Imperial IPA","{'Alberta (Canada)': 5, 'Minnesota': 1, 'Illinois': 1, 'Texas': 12, 'Ontario (Canada)': 2, 'Manitoba (Canada)': 1, 'Arizona': 2, 'Iowa': 1, 'Michigan': 5, 'Virginia': 2, 'Oregon': 1, 'Tennessee': 1, 'California': 13, 'Massachusetts': 7, 'West Virginia': 1, 'South Carolina': 2, 'New Hampshire': 2, 'Wisconsin': 1, 'Vermont': 2, 'Pennsylvania': 7, 'Quebec (Canada)': 2, 'Florida': 3, 'Kentucky': 2, 'Australia': 1, 'Ohio': 4, 'Colorado': 2, 'Mexico': 1, 'New Jersey': 1, 'Washington': 2, 'North Carolina': 4, 'District of Columbia': 1, 'Maine': 2}","94","326","149","205","156","216","252","11"
"Sneaky Pete Imperial IPA","Kysela Pere Et Fils, Ltd.","87","http://beeradvocate.com/beer/profile/25067/66707/?sort=topr","American Double / Imperial IPA","{'Delaware': 2, 'Illinois': 3, 'Arkansas': 1, 'New Mexico': 1, 'Maryland': 8, 'Louisiana': 1, 'Texas': 1, 'Ontario (Canada)': 2, 'Iowa': 1, 'Virginia': 9, 'Connecticut': 2, 'District of Columbia': 1, 'California': 4, 'Massachusetts': 5, 'Georgia': 1, 'Pennsylvania': 7, 'Florida': 4, 'Kentucky': 1, 'Missouri': 1, 'Ohio': 4, 'Colorado': 1, 'North Carolina': 1, 'New York': 1}","62","149","188","233","326","129","307","10"
"Waldo's Special Ale","Lagunitas Brewing Company","96","http://beeradvocate.com/beer/profile/220/68269/?sort=topr","American Double / Imperial IPA","{'Georgia': 1, 'Colorado': 2, 'New Jersey': 1, 'Saskatchewan (Canada)': 1, 'Michigan': 1, 'Washington': 2, 'Minnesota': 1, 'Oregon': 2, 'Illinois': 3, 'Massachusetts': 1, 'Connecticut': 1, 'Tennessee': 1, 'California': 12, 'North Carolina': 1, 'Alabama': 1, 'New York': 4, 'Idaho': 2, 'Ontario (Canada)': 1}","40","132","61","254","131","82","197","23"
"Hop Box","Joseph James Brewing Inc.","76","http://beeradvocate.com/beer/profile/18990/56599/?sort=topr","American Double / Imperial IPA","{'Alberta (Canada)': 1, 'Delaware': 1, 'Minnesota': 2, 'Illinois': 9, 'Arkansas': 1, 'New Mexico': 1, 'Indiana': 1, 'Maryland': 1, 'Idaho': 2, 'Arizona': 2, 'Iowa': 1, 'Oregon': 3, 'Montana': 1, 'California': 11, 'Massachusetts': 1, 'South Carolina': 1, 'Georgia': 1, 'Pennsylvania': 4, 'Florida': 1, 'Kentucky': 2, 'Wisconsin': 1, 'Alabama': 1, 'New York': 4, 'Washington': 9, 'Tennessee': 1, 'Texas': 3, 'United Kingdom (England)': 1, 'Nevada': 2}","70","205","152","282","320","171","338","12"
"Yellow Wolf Imperial IPA","Alameda Brewhouse","86","http://beeradvocate.com/beer/profile/2980/51783/?sort=topr","American Double / Imperial IPA","{'Australia': 1, 'Arizona': 1, 'Pennsylvania': 1, 'Wyoming': 1, 'Washington': 15, 'Virginia': 1, 'Oregon': 20, 'Illinois': 1, 'Massachusetts': 1, 'Connecticut': 1, 'Georgia': 2, 'California': 3, 'North Carolina': 2, 'Ohio': 1, 'Indiana': 1, 'Maryland': 1, 'Louisiana': 1, 'British Columbia (Canada)': 3}","58","258","89","329","189","123","270","15"
"Big Barrel Double IPA","Karl Strauss Brewing Company","91","http://beeradvocate.com/beer/profile/4146/54120/?sort=topr","American Double / Imperial IPA","{'Oklahoma': 1, 'Wyoming': 1, 'Minnesota': 2, 'Illinois': 3, 'Maryland': 1, 'Texas': 2, 'Ontario (Canada)': 2, 'Iowa': 2, 'Michigan': 3, 'Utah': 1, 'Virginia': 1, 'New Hampshire': 1, 'Massachusetts': 3, 'South Carolina': 1, 'California': 42, 'Georgia': 2, 'Pennsylvania': 5, 'Ohio': 2, 'Colorado': 1, 'New Jersey': 3, 'Washington': 2, 'North Carolina': 1, 'New York': 1, 'Nevada': 1}","84","290","143","521","328","208","482","17"
"Short's Raisin Apollo","Short's Brewing Company","79","http://beeradvocate.com/beer/profile/9629/69582/?sort=topr","American Double / Imperial IPA","{'Wisconsin': 3, 'Michigan': 18, 'Delaware': 1, 'Washington': 1, 'Virginia': 1, 'Illinois': 2, 'Connecticut': 1, 'District of Columbia': 1, 'Massachusetts': 1, 'Missouri': 1, 'New York': 1, 'Ontario (Canada)': 1}","32","113","104","106","98","60","183","7"
"Double Bubble","Rush River Brewing Company","86","http://beeradvocate.com/beer/profile/9877/50218/?sort=topr","American Double / Imperial IPA","{'Manitoba (Canada)': 1, 'Georgia': 1, 'Wisconsin': 14, 'California': 2, 'Pennsylvania': 1, 'Delaware': 1, 'Washington': 1, 'Minnesota': 16, 'New York': 1, 'Illinois': 3, 'Montana': 1, 'Connecticut': 1, 'Tennessee': 1, 'New Hampshire': 1, 'Oregon': 1, 'Missouri': 1, 'Iowa': 1, 'Ohio': 1, 'Nevada': 1, 'Texas': 1, 'Massachusetts': 1}","52","227","61","242","225","120","250","14"
"Pro-AM 2012 (Imperial IPA)","Southern Star Brewing Company","94","http://beeradvocate.com/beer/profile/16759/84363/?sort=topr","American Double / Imperial IPA","{'Florida': 1, 'North Carolina': 1, 'Illinois': 2, 'Connecticut': 1, 'Montana': 1, 'California': 3, 'Massachusetts': 2, 'Maryland': 1, 'Louisiana': 1, 'Texas': 13}","27","64","45","172","97","56","186","5"
"Conductor Imperial India Pale Ale","Steamworks Brewing Co.","88","http://beeradvocate.com/beer/profile/5074/34034/?sort=topr","American Double / Imperial IPA","{'Oklahoma': 3, 'Wyoming': 1, 'Minnesota': 5, 'Illinois': 2, 'New Mexico': 2, 'Texas': 24, 'Arizona': 3, 'Iowa': 1, 'Michigan': 1, 'Utah': 1, 'Virginia': 8, 'Oregon': 2, 'Connecticut': 1, 'California': 4, 'Massachusetts': 3, 'South Carolina': 1, 'New Hampshire': 2, 'Alberta (Canada)': 1, 'Georgia': 2, 'Pennsylvania': 10, 'Florida': 2, 'Ohio': 3, 'Colorado': 5, 'Mexico': 1, 'New Jersey': 2, 'Saskatchewan (Canada)': 1, 'Washington': 1, 'North Carolina': 3, 'United Kingdom (Wales)': 1, 'New York': 1, 'Nevada': 1, 'Maine': 2}","100","296","161","457","439","216","584","31"
"Pike Doubble Troubble DIPA","Pike Pub &amp; Brewery","86","http://beeradvocate.com/beer/profile/365/48525/?sort=topr","American Double / Imperial IPA","{'Alberta (Canada)': 5, 'Illinois': 3, 'Maryland': 1, 'Louisiana': 1, 'Texas': 4, 'Ontario (Canada)': 2, 'Michigan': 1, 'Kansas': 1, 'Utah': 1, 'Oregon': 2, 'California': 6, 'Massachusetts': 3, 'New Hampshire': 1, 'Georgia': 2, 'Pennsylvania': 8, 'Florida': 4, 'Ohio': 2, 'Alabama': 1, 'Colorado': 1, 'New Jersey': 1, 'Washington': 17, 'North Carolina': 3, 'New York': 1, 'Nevada': 1}","72","188","119","318","252","144","355","17"
"Hop Shortage","Knee Deep Brewing Company","89","http://beeradvocate.com/beer/profile/23200/86060/?sort=topr","American Double / Imperial IPA","{'Vermont': 3, 'Arizona': 3, 'Pennsylvania': 1, 'Oregon': 1, 'Illinois': 2, 'New York': 1, 'California': 17, 'Massachusetts': 1, 'Ohio': 1, 'Alabama': 1, 'Nevada': 1}","34","114","53","161","127","74","219","2"
"Cape Of Good Hope IPA","Yards Brewing Co.","87","http://beeradvocate.com/beer/profile/450/50737/?sort=topr","American Double / Imperial IPA","{'Vermont': 1, 'Pennsylvania': 30, 'Delaware': 1, 'Florida': 1, 'Minnesota': 1, 'New Jersey': 9, 'New York': 1, 'California': 1, 'Massachusetts': 1, 'South Carolina': 1, 'Maine': 2, 'Texas': 1}","50","176","118","197","207","109","253","11"
"Double IPA","Hangar 24 Brewery","85","http://beeradvocate.com/beer/profile/16843/59006/?sort=topr","American Double / Imperial IPA","{'Georgia': 1, 'New Jersey': 1, 'Virginia': 1, 'Delaware': 1, 'Washington': 1, 'Minnesota': 2, 'Illinois': 2, 'District of Columbia': 1, 'California': 40, 'Montana': 1, 'Nevada': 1, 'New Hampshire': 1, 'New York': 1, 'Texas': 1, 'Ontario (Canada)': 2}","59","231","83","367","221","129","273","12"
"Chaman","Brasserie Dieu Du Ciel","91","http://beeradvocate.com/beer/profile/1141/16558/?sort=topr","American Double / Imperial IPA","{'Vermont': 2, 'Australia': 1, 'Newfoundland (Canada)': 1, 'Quebec (Canada)': 17, 'Alberta (Canada)': 6, 'Florida': 1, 'Illinois': 1, 'Maine': 1, 'New Hampshire': 1, 'Massachusetts': 2, 'South Carolina': 1, 'Ontario (Canada)': 23, 'Poland': 1, 'Texas': 1, 'British Columbia (Canada)': 6}","65","179","172","303","267","137","340","39"
"Sleighor Double IPA","ReaperAle","85","http://beeradvocate.com/beer/profile/2089/20194/?sort=topr","American Double / Imperial IPA","{'Delaware': 1, 'Minnesota': 2, 'Illinois': 7, 'Texas': 7, 'Ontario (Canada)': 2, 'Arizona': 6, 'Iowa': 2, 'Utah': 1, 'Virginia': 3, 'Oregon': 2, 'Connecticut': 1, 'California': 27, 'Massachusetts': 1, 'South Carolina': 4, 'Germany': 1, 'Georgia': 2, 'Pennsylvania': 5, 'Quebec (Canada)': 1, 'Florida': 2, 'Rhode Island': 1, 'Ohio': 2, 'Colorado': 3, 'Mexico': 1, 'New Jersey': 3, 'Washington': 1, 'North Carolina': 10, 'New York': 1, 'Nevada': 1}","100","215","249","373","445","221","642","10"
"Timber Beast","Lazy Magnolia Brewing Company","90","http://beeradvocate.com/beer/profile/10990/83122/?sort=topr","American Double / Imperial IPA","{'Mississippi': 6, 'Georgia': 2, 'Pennsylvania': 1, 'Washington': 1, 'Florida': 3, 'Minnesota': 1, 'New Jersey': 3, 'Connecticut': 1, 'Tennessee': 5, 'South Carolina': 3, 'Indiana': 1, 'Alabama': 1, 'New York': 2, 'Louisiana': 4, 'Texas': 6}","41","122","82","178","123","107","214","34"
"Double Dragonfly Imperial IPA","Upland Brewing Company","83","http://beeradvocate.com/beer/profile/1170/51597/?sort=topr","American Double / Imperial IPA","{'Iowa': 1, 'Georgia': 1, 'Wisconsin': 6, 'Pennsylvania': 4, 'Virginia': 1, 'Michigan': 3, 'New Hampshire': 1, 'Florida': 1, 'Minnesota': 3, 'Kentucky': 8, 'Illinois': 7, 'Tennessee': 2, 'California': 2, 'District of Columbia': 2, 'South Carolina': 1, 'Indiana': 19, 'Alabama': 1, 'New York': 1, 'Ohio': 5, 'Maryland': 1, 'Texas': 1}","71","198","141","259","325","145","410","11"
"New Albanian Hoptimus IPA","New Albanian Brewing Company Pizzeria and Public House","83","http://beeradvocate.com/beer/profile/2504/26438/?sort=topr","American Double / Imperial IPA","{'Oklahoma': 1, 'Minnesota': 3, 'Illinois': 7, 'Indiana': 13, 'Louisiana': 1, 'Korea (North)': 1, 'Michigan': 2, 'Oregon': 1, 'Connecticut': 1, 'New York': 1, 'California': 2, 'Massachusetts': 5, 'New Hampshire': 1, 'Pennsylvania': 3, 'Florida': 4, 'Kentucky': 14, 'Missouri': 2, 'Ohio': 4, 'Colorado': 2, 'New Jersey': 1, 'Tennessee': 1, 'District of Columbia': 1}","71","203","176","227","298","148","394","26"
"Two Captains","Nøgne Ø","90","http://beeradvocate.com/beer/profile/7730/62520/?sort=topr","American Double / Imperial IPA","{'Oklahoma': 6, 'Minnesota': 1, 'Texas': 1, 'Ontario (Canada)': 14, 'Australia': 8, 'Wisconsin': 5, 'Michigan': 1, 'Kansas': 1, 'Virginia': 1, 'Oregon': 1, 'Germany': 1, 'West Virginia': 1, 'South Carolina': 2, 'Georgia': 1, 'Pennsylvania': 7, 'Quebec (Canada)': 1, 'Florida': 4, 'Kentucky': 2, 'Ohio': 4, 'Colorado': 2, 'New Jersey': 3, 'New York': 2, 'Nevada': 2}","73","205","196","463","279","189","409","23"
"Ranch R Double IPA","Victory Brewing Company","90","http://beeradvocate.com/beer/profile/345/78686/?sort=topr","American Double / Imperial IPA","{'Pennsylvania': 13, 'Michigan': 1, 'Washington': 1, 'Virginia': 3, 'Oregon': 1, 'Illinois': 1, 'New Jersey': 2, 'Connecticut': 1, 'District of Columbia': 1, 'New Hampshire': 1, 'Massachusetts': 1, 'West Virginia': 1, 'New York': 3}","32","159","50","183","122","79","174","6"
"Permanent Funeral","Three Floyds Brewing Co. &amp; Brewpub","100","http://beeradvocate.com/beer/profile/26/91670/?sort=topr","American Double / Imperial IPA","{'Wisconsin': 3, 'Pennsylvania': 1, 'Virginia': 1, 'Michigan': 1, 'Florida': 3, 'Minnesota': 2, 'Kentucky': 1, 'Illinois': 18, 'New York': 1, 'District of Columbia': 2, 'Indiana': 3, 'Maryland': 1}","37","177","41","334","141","77","186","2"
"Society &amp; Solitude #3","Hill Farmstead Brewery","95","http://beeradvocate.com/beer/profile/22511/79796/?sort=topr","American Double / Imperial IPA","{'Vermont': 1, 'Arizona': 1, 'New Hampshire': 1, 'Pennsylvania': 7, 'Quebec (Canada)': 1, 'Missouri': 1, 'Florida': 2, 'Virginia': 1, 'Oregon': 1, 'Illinois': 3, 'New Jersey': 1, 'New York': 1, 'California': 3, 'Massachusetts': 7, 'District of Columbia': 3, 'Saskatchewan (Canada)': 1, 'Indiana': 1, 'Maryland': 1, 'Minnesota': 1, 'Texas': 1, 'Ontario (Canada)': 2}","41","186","44","294","144","96","207","5"
"Whoop Pass IPA","Silver City Brewing Co.","90","http://beeradvocate.com/beer/profile/959/14119/?sort=topr","American Double / Imperial IPA","{'Alberta (Canada)': 1, 'Minnesota': 2, 'Indiana': 1, 'Maryland': 2, 'Louisiana': 1, 'Texas': 3, 'Iowa': 1, 'Wisconsin': 1, 'Michigan': 1, 'Virginia': 4, 'Oregon': 9, 'Connecticut': 1, 'New Hampshire': 1, 'Massachusetts': 1, 'South Carolina': 1, 'California': 6, 'Oklahoma': 1, 'Georgia': 3, 'Pennsylvania': 7, 'Florida': 1, 'Kentucky': 2, 'Rhode Island': 1, 'Australia': 1, 'Missouri': 1, 'Ohio': 3, 'Colorado': 3, 'New Jersey': 2, 'Washington': 20, 'North Carolina': 3, 'New York': 1, 'Nevada': 1, 'British Columbia (Canada)': 1}","87","247","168","386","308","183","517","16"
"Hop'solutely","Bethlehem Brew Works","86","http://beeradvocate.com/beer/profile/1636/56721/?sort=topr","American Double / Imperial IPA","{'California': 1, 'Pennsylvania': 21, 'Kentucky': 1, 'Missouri': 1, 'Delaware': 1, 'Florida': 1, 'Virginia': 2, 'North Carolina': 1, 'Illinois': 2, 'New Jersey': 7, 'Montana': 1, 'New Hampshire': 1, 'Massachusetts': 1, 'District of Columbia': 1, 'South Carolina': 1, 'Ohio': 2, 'Maryland': 2, 'New York': 2, 'Texas': 1, 'Ontario (Canada)': 1}","51","168","85","224","265","106","273","6"
"McNeill's Warlord Imperial IPA","McNeill's Brewery","82","http://beeradvocate.com/beer/profile/100/48798/?sort=topr","American Double / Imperial IPA","{'New Hampshire': 9, 'Minnesota': 1, 'Illinois': 2, 'Maryland': 1, 'Louisiana': 1, 'Texas': 2, 'Ontario (Canada)': 1, 'Michigan': 1, 'Virginia': 1, 'Connecticut': 5, 'New York': 13, 'Germany': 1, 'Massachusetts': 15, 'South Carolina': 1, 'California': 1, 'Vermont': 2, 'Pennsylvania': 11, 'Quebec (Canada)': 1, 'Kentucky': 2, 'Rhode Island': 5, 'Ohio': 3, 'New Jersey': 5, 'Washington': 1, 'Tennessee': 1, 'Maine': 1}","87","211","238","343","417","185","424","10"
